"","univ.specimenID","pmx","ect","cle","pf5","pga","pgp","tpg","lps","lpt","ds1","ds2","ds3","ldf","stl","mcv","mav","mdf","maf","mpt","mds","ips","ptt","layer.old.to.young"
"486","k.10_112",3.96,NA,NA,NA,2.92,2.16,5.08,NA,2.22,NA,NA,1.53,5.41,19,14,9,8,5,1,1.2,3,NA,10
"487","k.10_116",1.92,NA,NA,NA,1.79,NA,1.79,NA,1.72,NA,4.26,1.82,2.74,43.43,19,14,9,8,6,2,1,4,10
"488","k.10_118",NA,6.96,NA,NA,1.23,NA,1.23,NA,0.93,NA,NA,1.57,3.92,45.08,19,14,9,8,5,1,1,2,10
"489","k.10_120",2.23,5.99,6.98,NA,1.89,NA,1.89,NA,1.53,2.79,4.21,1.85,4.17,42.54,19,14,10,8,5,3,1,3,10
"490","k.10_122",2.27,6.71,6.68,NA,1.98,NA,1.98,NA,1.17,NA,3.89,1.86,NA,40.64,19,14,10,8,6,2,1,4,10
"491","k.10_124",3.51,NA,9.6,NA,NA,NA,NA,NA,1.8,NA,3.81,1.71,5.12,58.15,19,14,8,7,5,2,NA,3,10
"492","k.10_130",NA,NA,6.67,NA,2.34,NA,2.34,NA,1.63,NA,2.3,NA,4.71,41.48,19,14,9,8,5,1,1,2,10
"493","k.10_132",3.32,NA,NA,NA,2.99,NA,2.99,NA,1.86,NA,NA,1.94,NA,58.15,19,NA,9,9,5,1,1,3,10
"494","k.10_134",2.12,6.47,NA,NA,2.55,NA,2.55,NA,1.87,NA,3.97,1.57,4.83,46.38,19,14,9,8,6,2,1,3,10
"495","k.10_136",NA,11.05,10.95,NA,3.45,7.06,10.51,NA,1.67,NA,3.7,1.99,6.93,65.32,19,14,9,9,6,2,2,4,10
"496","k.10_138",2.35,6.52,NA,NA,1.67,NA,1.67,NA,1.72,NA,NA,1.33,4.14,43.8,20,14,10,9,5,1,1,2,10
"497","k.10_140",NA,9.6,NA,NA,3.13,5.66,8.79,NA,1.82,NA,NA,1.53,5.7,60.51,19,14,9,8,6,1,2,2,10
"498","k.10_144",3.02,9.43,NA,NA,NA,NA,NA,NA,1.87,NA,3.82,1.65,5.56,64.07,20,14,9,8,6,2,NA,NA,10
"499","k.10_145",3.57,NA,9.59,NA,2.23,1.96,4.17,NA,2.05,NA,NA,1.7,5.5,63.2,19,NA,8,5,1,1.2,2,NA,10
"500","k.10_163",3.67,8.23,8.43,NA,1.47,3.96,5.43,NA,1.44,NA,NA,1.74,5.17,64.33,19,NA,10,9,6,1,2,2,10
"501","k.10_160",NA,7,NA,NA,2.42,NA,2.42,NA,1.54,NA,NA,1.64,4.3,NA,19,14,9,8,5,1,1,2,10
"502","k.10_209",3.76,8.98,NA,NA,2.31,5.77,8.08,NA,1.48,NA,3.49,1.86,5.08,66.18,19,14,11,9,6,2,2.2,2,10
"503","k.10_208",2.59,6.65,NA,NA,2.17,1.96,4.13,NA,1.76,NA,3.41,1.52,4.53,46.4,19,14,10,9,5,2,1.4,2,10
"504","k.10_220",2.87,7.55,NA,NA,2.51,3.7,6.26,NA,1.63,NA,3.16,1.67,4.74,50.37,19,14,9,8,5,2,1.8,2,10
"505","k.09_001",3.25,8.35,8.97,NA,2.53,NA,2.53,NA,1.56,NA,NA,1.56,NA,57.84,20,14,10,9,5,1,1,2,11
"506","k.09_008",2.3,6.23,6.81,NA,1.54,NA,1.54,NA,1.86,NA,NA,1.34,3.61,42.41,19,14,9,8,5,1,1,2,11
"507","k.09_011",1.65,5.35,5.74,NA,2.2,NA,2.2,NA,1.86,NA,3.39,1.74,3.64,39.04,19,14,10,9,5,2,1,3,11
"508","k.09_012",1.21,4.62,4.22,NA,1.64,NA,1.64,NA,1.24,NA,NA,1.2,3.07,32.27,19,14,8,8,5,1,1,3,11
"509","k.09_015",2.05,NA,NA,NA,1.74,NA,1.74,NA,1.41,NA,NA,1.36,3.96,40.62,20,14,10,9,6,1,1,3,11
"510","k.09_019",1.83,5.89,6.63,NA,1.74,NA,1.74,NA,1.39,NA,NA,1.41,3.79,42.57,19,14,9,8,5,1,1,2,11
"511","k.09_023",1.62,6.76,NA,NA,1.03,0.45,1.48,NA,1.3,NA,NA,1.18,3.87,42.57,19,14,8,7,5,1,1.2,3,11
"512","k.09_024",NA,6.13,NA,NA,2.38,NA,2.38,NA,1.36,NA,NA,1.74,3.59,49.24,19,NA,9,8,5,1,1,2,11
"513","k.09_028",3.67,7.75,7.84,NA,NA,NA,NA,NA,1.85,NA,3.59,1.83,3.7,48.08,20,14,8,7,5,2,NA,3,11
"514","k.09_031",2.69,NA,9.51,NA,2.38,NA,2.38,NA,1.58,NA,NA,1.64,4.59,60.55,20,NA,8,8,5,1,1,2,11
"515","k.09_036",1.62,5.3,NA,NA,2.71,NA,2.71,NA,2.14,NA,NA,1.1,3.77,47.38,20,14,8,8,5,1,1,2,11
"516","k.09_061",1.59,5.47,5.92,NA,2.74,1.75,4.49,NA,1.18,NA,NA,1.41,3.62,37.19,19,14,9,8,5,1,2.2,3,11
"517","k.09_062",NA,7.16,NA,NA,3.24,NA,3.24,NA,1.75,NA,NA,1.61,4.03,46.71,20,14,9,9,5,1,1,2,11
"518","k.09_066",NA,NA,8.7,NA,NA,NA,10.19,6.11,2.36,NA,NA,1.93,5.63,60.89,19,14,10,8,5,1,3,3,11
"519","k.09_077",2.11,5.21,NA,NA,2.31,NA,2.31,NA,1.35,NA,3.97,1.67,2.9,37.35,20,14,10,9,6,2,1,2,11
"520","k.09_080",NA,9.1,9.53,NA,2.2,NA,2.2,NA,1.64,NA,3.83,1.78,5.23,57.31,19,14,9,8,5,2,1,2,11
"521","k.09_082",NA,6.77,7.26,6.64,2.31,NA,2.31,NA,1.2,NA,NA,1.23,4.04,43.59,19,14,9,8,6,1,1,2,11
"522","k.09_086",NA,7.03,NA,NA,2.03,NA,2.03,NA,1.38,NA,NA,1.89,2.52,45.56,19,14,9,8,5,1,1,2,11
"523","k.09_090",7.42,10.53,NA,NA,3.07,NA,3.07,NA,2.73,NA,NA,NA,7.38,64.27,19,14,10,9,5,NA,1,3,11
"524","k.09_093",3.07,8.75,9.45,NA,2.54,NA,2.54,NA,1.98,NA,NA,1.52,4.09,63.02,20,NA,9,9,6,1,1,3,11
"525","k.09_34B",4.02,9.75,NA,NA,2.68,NA,2.68,NA,2.25,NA,3.75,2.18,5.7,62.25,19,NA,9,8,6,2,1,4,11
"526","k.09_40B",4.14,NA,NA,NA,2.38,NA,2.38,NA,1.41,NA,NA,1.69,5.85,64.81,19,14,10,9,5,1,1,2,11
"527","k.08_001",2.99,9.06,8.83,NA,2.3,NA,2.3,NA,1.49,NA,3.83,1.51,5.34,61.53,19,14,10,9,6,3,1,3,12
"528","k.08_013",1.99,6.18,6.07,NA,2.17,NA,2.17,NA,1,NA,NA,1.19,3.38,42.02,20,14,9,9,5,1,1,3,12
"529","k.08_021",2.07,NA,NA,NA,1.54,NA,1.54,NA,1.12,NA,NA,1.32,3.39,39.44,19,14,9,8,5,1,1,2,12
"530","k.08_022",1.47,NA,5.03,NA,2.11,NA,2.11,NA,1.16,NA,NA,1.15,2.47,39.77,19,14,10,9,5,1,1,2,12
"531","k.08_024",3.4,9.14,9.77,NA,2.43,NA,2.43,NA,1.03,NA,NA,1.87,6.06,69.69,19,14,9,8,5,1,1,2,12
"532","k.08_036",NA,5.13,5.98,NA,1.83,NA,1.83,NA,1.37,NA,3.48,1.42,2.98,37.32,20,13,8,8,5,2,1,2,12
"533","k.08_051",1.79,5.78,NA,NA,1.91,NA,1.91,NA,NA,NA,NA,1.07,1.93,36.99,19,14,8,7,5,1,1,2,12
"534","k.08_055",3.86,8.32,8.27,NA,2.18,2.42,4.6,NA,1.56,NA,NA,1.53,NA,63.27,19,14,9,8,5,1,2,3,12
"535","k.08_057",2.25,6.65,6.06,NA,2.33,NA,2.33,NA,1.62,NA,NA,1.4,3.75,46.2,19,14,9,8,5,1,1,2,12
"536","k.08_061",NA,NA,NA,NA,NA,NA,NA,NA,1.91,NA,NA,1.72,5.65,57.91,19,NA,10,9,4,1,2,2,12
"537","k.08_065",2.21,5.93,6.43,NA,1.93,NA,1.93,NA,1.13,NA,NA,1.38,3.29,43.42,20,14,9,8,5,1,1,2,12
"538","k.08_068",1.9,NA,6.51,NA,1.84,NA,1.84,NA,0.75,NA,NA,1.14,3.15,39.87,20,14,7,5,1,1,1,2,12
"539","k.08_084",4.39,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,1.34,4.66,53.65,19,13,9,8,5,1,NA,2,12
"540","k.08_092",NA,6.92,NA,NA,1.79,NA,1.79,NA,1.79,NA,NA,1.53,NA,43.34,20,14,8,7,5,1,1,3,12
"541","k.08_093",NA,5.51,NA,NA,1.57,NA,1.57,NA,1.41,NA,NA,1.72,2.25,36.85,19,14,8,7,5,1,1,2,12
"542","k.08_096",1.77,6.09,6.78,NA,NA,NA,NA,NA,0.98,NA,NA,1.44,3.38,38.58,19,14,9,8,5,1,1,2,12
"543","k.08_097",NA,NA,NA,NA,2.98,NA,2.98,NA,1.81,NA,NA,1.64,5.47,63.83,19,NA,10,8,4,1,1,2,12
"544","k.08_104",1.81,NA,6.53,NA,1.75,NA,1.75,NA,1.31,NA,NA,1.4,2.97,39.81,20,14,10,9,5,1,1,3,12
"545","k.08_105",1.42,NA,NA,NA,NA,NA,NA,NA,1.31,NA,NA,1.19,4,43.59,19,NA,8,7,5,1,NA,2,12
"546","k.08_106",4.06,NA,NA,NA,NA,NA,NA,NA,2.35,NA,NA,2.07,6.46,66.96,19,NA,9,9,5,1,NA,3,12
"547","k.08_110",1.35,NA,7.56,NA,1.71,0.39,2.1,NA,1.39,NA,NA,1.37,4.12,45.78,19,14,9,8,5,1,1.2,3,12
"548","k.08_111",3.57,NA,NA,NA,2.75,0.7,3.45,NA,1.12,NA,NA,0.88,5.66,69.03,19,14,10,9,6,1,1.2,2,12
"549","k.08_114",NA,4.33,4.43,NA,NA,NA,4.45,2.96,1.23,1.77,3.13,1.86,NA,32.41,19,14,9,8,6,3,3,4,12
"550","k.08_116",NA,6.92,NA,NA,2.28,NA,2.28,NA,1.42,NA,NA,0.8,3.48,48.79,19,14,8,7,5,1,1,2,12
"551","k.08_117",1.54,6.39,NA,NA,1.44,NA,1.44,NA,1.53,NA,NA,1.59,3.55,38.32,20,NA,10,8,6,1,1,3,12
"552","k.08_118",NA,5.63,5.68,NA,1.55,NA,1.55,NA,1.32,NA,NA,0.92,3.46,38.59,20,14,10,9,5,1,1,2,12
"553","k.08_121",1.21,3.9,4.45,NA,NA,NA,NA,NA,1.08,NA,NA,0.77,1.93,28.77,19,14,9,10,6,2,NA,4,12
"554","k.08_132",NA,NA,NA,NA,2.34,0.46,2.8,NA,2.04,NA,NA,1.73,4.03,60.61,19,NA,10,7,NA,1,1.2,NA,12
"555","k.08_136",3.03,NA,9.59,NA,2.47,NA,2.47,NA,1.4,NA,NA,1.2,NA,51.8,19,NA,10,9,5,1,1,2,12
"556","k.08_139",2.67,8.65,9.66,NA,2.09,NA,2.09,NA,1.83,NA,NA,NA,6.17,55.58,18,14,10,9,5,1,1,2,12
"557","k.08_148",1.76,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,1.23,3.89,40.67,20,NA,10,9,6,1,1,NA,12
"558","k.08_155",2.75,6.92,NA,7.77,1.63,NA,1.63,NA,1.16,NA,NA,1.23,4.99,61.88,19,14,10,NA,5,1,1,2,12
"559","k.08_165",NA,5.13,NA,NA,1.34,NA,1.34,NA,0.87,NA,NA,1.07,3.002,42.95,20,14,9,8,5,1,1,2,12
"560","k.08_166",1.64,5.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,3.82,38,19,14,8,8,4,1,1,1,12
"561","k.08_167",NA,NA,6.02,NA,1.09,NA,1.09,NA,1.11,NA,NA,0.9,NA,44.65,20,14,10,9,5,1,1,2,12
"562","k.08_168",3.09,10.06,11.45,NA,1.53,NA,1.53,NA,1.27,NA,NA,1.5,5.87,63.41,19,NA,8,7,6,1,1,2,12
"563","k.08_176",3.5,10.57,11.48,NA,2.69,2.9,5.59,NA,1.77,NA,2.77,2.1,NA,64.78,20,NA,9,8,5,1,2,2,12
"564","k.08_179",2.23,6.15,NA,NA,1.43,2.04,3.47,NA,1.99,NA,3.97,2.02,4.79,48.4,19,NA,9,8,5,2,1.8,3,12
"565","k.08_185",2.88,9.4,11.34,NA,3.15,2.65,5.8,NA,2.21,2.29,4.4,1.77,NA,66.13,20,14,9,8,6,3,2,3,12
"566","k.08_186",NA,NA,8.16,NA,2.12,NA,2.12,NA,1.16,NA,NA,1.1,3.9,55.7,19,NA,10,5,1,1,2,NA,12
"567","k.08_196",2.39,NA,NA,NA,1.91,NA,1.91,NA,1.1,NA,NA,1.96,3.11,40.71,9,8,6,1,1,3,NA,NA,12
"568","k.07_004",0.78,3.44,3.6,NA,NA,NA,NA,NA,1.22,NA,NA,0.75,1.54,25.73,19,14,9,8,5,1,0,2,13
"569","k.07_005",2.82,8.76,9.38,NA,4,NA,4,NA,1.71,NA,NA,1.45,6.83,60.44,20,13,10,8,5,1,1,2,13
"570","k.07_006",3.47,8.57,8.79,NA,1.93,NA,1.92,NA,1.63,NA,NA,1.73,4.86,58.29,19,15,10,9,5,1,1,2,13
"571","k.07_022",3.69,8.3,NA,NA,2.13,NA,2.13,NA,2.14,NA,NA,NA,5.31,68.28,19,14,10,8,5,0,1,2,13
"572","k.07_029",2.22,6.75,7.16,NA,1.96,NA,1.96,NA,1.92,NA,NA,1,4.16,45.29,19,14,9,8,5,1,1,2,13
"573","k.07_042",2.58,8.42,NA,NA,2.86,NA,2.86,NA,1.14,NA,NA,1.9,6.29,60.43,19,14,9,9,5,1,1,2,13
"574","k.07_044",2.58,NA,6.61,NA,1.15,NA,1.15,NA,NA,NA,NA,0.89,3.18,41.42,20,14,11,9,4,1,1,1,13
"575","k.07_045",2.1,NA,NA,NA,1.62,NA,1.62,NA,2,NA,NA,1.49,3.25,50.21,19,NA,10,8,5,1,1,2,13
"576","k.07_048",NA,5.93,NA,NA,1.34,NA,1.34,NA,1.34,NA,NA,1.37,3.21,38.17,19,14,9,8,5,1,1,2,13
"577","k.07_050",3.09,9.23,9.83,NA,1.63,NA,1.63,NA,2.57,NA,NA,1.6,5.72,64.82,19,14,10,9,5,1,1,2,13
"578","k.07_060",1.95,6.35,NA,NA,1.82,NA,1.82,NA,1.89,NA,NA,1.78,5.07,44.81,19,14,10,9,5,1,1,2,13
"579","k.07_065",2.39,6.16,6.43,NA,1.79,NA,1.97,NA,1.64,NA,NA,1.59,3.55,46.93,19,13,9,8,6,1,1,3,13
"580","k.07_066",2.37,6.01,6.95,NA,1.47,NA,1.47,NA,1.09,NA,NA,0.9,NA,38.56,19,NA,10,9,5,1,1,2,13
"581","k.07_069",2.81,NA,8.62,NA,2.52,NA,2.52,NA,1.79,NA,NA,1.72,5.25,60.23,18,14,9,8,5,1,1,2,13
"582","k.07_075",2.52,NA,9.77,NA,3.04,4.38,7.42,NA,2.43,2.49,4.62,1.94,4.29,56.8,20,14,10,9,5,3,1.8,2,13
"583","k.07_076",3.39,8.35,NA,NA,2.69,NA,2.69,NA,1.49,NA,NA,1.43,4.2,56.27,19,14,9,8,5,1,1,2,13
"584","k.07_080",2.15,6.17,6.6,NA,1.82,NA,1.82,NA,1.59,NA,NA,1.19,3.88,43.89,19,14,8,7,5,1,1,2,13
"585","k.07_081",2.08,5.69,NA,NA,1.93,NA,1.93,NA,1.42,NA,NA,NA,3.21,39.78,19,14,8,7,6,0,1,2,13
"586","k.07_083",2.35,6.15,6.99,6.41,1.94,NA,1.94,NA,NA,NA,NA,1.71,4.35,44.11,20,13,10,9,4,1,1,1,13
"587","k.07_084",1.01,5.34,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,40.32,14,14,10,9,4,0,0,1,13
"588","k.07_094",3.79,10.27,10.67,NA,2.58,NA,2.58,NA,2.51,NA,NA,1.51,4.72,66.69,19,NA,10,9,5,1,1,2,13
"589","k.07_102",NA,NA,9,NA,2.42,NA,2.42,NA,1.38,NA,NA,2.09,NA,53.22,20,14,9,8,6,1,1,2,13
"590","k.07_104",NA,NA,NA,NA,NA,NA,NA,NA,2.01,NA,NA,2.02,4.45,67.26,19,14,10,9,5,1,NA,1,13
"591","k.07_112",2.54,5.05,NA,NA,1.7,NA,1.7,NA,1.12,NA,NA,1.41,NA,40.71,19,14,9,8,5,1,1,2,13
"592","k.07_119",3.06,7.97,8.79,NA,NA,NA,NA,NA,1.83,NA,NA,1.61,2.67,45.38,19,14,10,9,5,1,NA,3,13
"593","k.07_122",1.37,5.38,5.24,NA,1.83,NA,1.83,NA,0.75,NA,NA,1.19,NA,35.74,19,14,8,7,5,1,1,2,13
"594","k.07_125",3.6,9.5,9.68,NA,2.53,NA,2.53,NA,1.5,NA,NA,1.52,NA,61.63,19,14,10,9,5,1,1,2,13
"595","k.07_139",3.31,NA,NA,NA,2.53,3.12,5.65,NA,1.63,NA,NA,1.79,NA,70.24,19,13,9,8,6,1,2,2,13
"596","k.07_141",NA,6.84,7.26,NA,1.61,NA,1.61,NA,1.08,NA,NA,1.47,3.34,48.41,20,14,10,9,5,1,1,3,13
"597","k.07_147",2.88,6.37,6.56,NA,2.46,3.02,5.48,NA,1.03,NA,NA,1.8,NA,50.32,20,14,NA,NA,5,1,2.2,3,13
"598","k.07_148",1.68,5.18,5.67,NA,1.55,NA,1.55,NA,NA,NA,NA,1.29,3.49,42.11,20,NA,8,8,4,1,1,1,13
"599","k.07_165",1.88,6.09,6.41,NA,3.14,1,4.14,NA,1.68,NA,NA,1.39,NA,50.08,19,14,10,8,5,1,1.4,2,13
"600","k.07_167",2.55,5.88,6.17,NA,1.99,NA,1.99,NA,1.45,NA,NA,1.37,3.87,38.48,20,14,9,8,5,1,1,2,13
"601","k.07_170",1.19,2.93,3.16,NA,NA,NA,NA,NA,0.77,NA,1.63,1.32,1.77,24.09,20,14,9,8,5,2,0,2,13
"602","k.07_179",2.22,6.09,NA,NA,1.85,2.56,4.41,NA,1.67,NA,NA,1.47,3.29,40.12,19,NA,8,7,5,1,1.8,3,13
"603","k.07_194",3.62,7.85,NA,NA,2.79,NA,2.79,NA,1.74,NA,NA,1.52,5.44,62.32,19,NA,9,8,5,1,1,2,13
"604","k.07_209",2.3,6.17,NA,NA,1.82,NA,1.82,NA,1.34,NA,NA,1.69,2.22,46.91,19,14,9,8,5,1,1,2,13
"605","k.07_232",2.21,6.36,6.54,NA,1.14,NA,1.14,NA,1.25,NA,NA,1.2,NA,46.58,19,NA,9,8,5,1,1,2,13
"606","k.07_233",2.19,NA,5.96,NA,2.18,NA,2.18,NA,0.6,NA,NA,1.39,3.43,44.03,20,14,9,8,5,1,1,1,13
"607","k.07_236",2.38,NA,NA,NA,NA,NA,NA,NA,1.26,NA,NA,1.65,4.45,50.3,19,15,9,8,5,1,NA,2,13
"608","k.07_259",4.21,8.62,NA,NA,1.8,NA,1.8,NA,2.36,NA,NA,NA,4.92,58.79,18,NA,10,8,5,0,1,2,13
"609","k.07_288",NA,NA,NA,NA,2.73,NA,2.73,NA,1.66,NA,NA,1.66,NA,68.46,20,NA,11,10,5,1,1,2,13
"610","k.07_301",NA,10.71,NA,NA,3.05,NA,3.05,NA,1.22,NA,NA,1.64,5.81,80.32,19,14,10,9,5,1,1,1,13
"611","k.06_001",2.23,6.92,7.5,NA,NA,NA,NA,NA,1.23,NA,NA,1.3,NA,50.83,19,14,10,9,5,1,0,2,14
"612","k.06_008",2.09,5.28,5.58,NA,NA,NA,NA,NA,0.76,NA,NA,0.88,2.83,41.66,19,14,10,9,4,1,0,1,14
"613","k.06_010",2.34,4.98,5.16,NA,1.85,NA,1.85,NA,1.01,NA,NA,1.46,NA,35.28,19,14,10,9,5,1,1,2,14
"614","k.06_011",2.64,8.45,8.15,NA,NA,NA,NA,NA,1.18,NA,NA,1.5,4.68,54.38,19,15,10,9,5,1,0,2,14
"615","k.06_016",NA,NA,4.55,NA,NA,NA,NA,NA,1.45,NA,NA,1.19,NA,28.81,20,14,8,7,5,1,NA,2,14
"616","k.06_018",1.76,4.62,4.67,NA,1.8,NA,1.8,NA,2.29,NA,NA,1.46,2.97,40.58,19,14,9,8,5,1,1,2,14
"617","k.06_025",2.46,8.84,NA,NA,1.96,NA,1.96,NA,2.23,NA,NA,2.03,3.78,53.97,19,NA,9,8,5,1,1,3,14
"618","k.06_029",2.31,5.96,NA,NA,1.77,NA,1.77,NA,1.17,NA,NA,1.17,4.12,43.36,19,NA,10,8,5,1,1,2,14
"619","k.06_032",2.46,6.68,7.25,NA,NA,NA,7.68,4.38,1.62,NA,NA,1.6,3.71,49.75,20,NA,10,9,6,1,3,NA,14
"620","k.06_047",3.72,8.43,8.83,NA,2.45,NA,2.45,NA,1.54,NA,NA,1.97,4.09,60.85,19,14,9,8,5,1,1,1,14
"621","k.06_050",0.93,2.94,3.02,NA,NA,NA,NA,NA,0.55,NA,NA,1.13,2.28,25.7,19,NA,8,7,5,1,0,2,14
"622","k.06_059",2.72,7.42,NA,NA,2.49,NA,2.49,NA,1.69,NA,NA,1.48,2.65,59.76,20,13,9,8,6,1,1,3,14
"623","k.06_006",2.71,8.15,8.41,NA,2.65,NA,2.65,NA,2.21,NA,NA,1.12,5,56.76,19,NA,9,9,5,1,1,NA,14
"624","k.06_063",NA,NA,7.14,NA,2.43,NA,2.43,NA,1.22,NA,2.1,1.33,3.74,49.35,20,14,9,8,5,2,1,1,14
"625","k.06_065",3.28,9.54,9.68,NA,2.01,0.45,2.46,NA,2,NA,NA,NA,4.45,62.55,19,15,10,8,5,0,1.2,2,14
"626","k.06_067",2.05,NA,NA,NA,1.97,NA,1.97,NA,1.75,NA,NA,1.2,NA,43.43,19,14,9,8,5,1,1,2,14
"627","k.06_046",2.4,6.73,7.43,NA,2.35,NA,2.35,NA,1.15,NA,NA,1.5,4.3,39.34,19,14,10,8,6,1,1,2,14
"628","k.06_069",3.55,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,1.77,4.08,64.58,19,14,11,9,5,1,NA,NA,14
"629","k.06_070",NA,4.19,NA,NA,1.13,NA,1.13,NA,0.84,NA,NA,0.77,1.97,28.79,19,14,8,7,5,1,1,3,14
"630","k.06_071",1.54,4.5,NA,NA,NA,NA,NA,NA,0.85,NA,NA,0.64,2.17,24.77,18,NA,9,7,5,1,NA,2,14
"631","k.06_072",2.4,8.23,8.44,NA,2.54,NA,2.54,NA,NA,NA,NA,1.49,NA,50.18,19,14,10,8,4,1,1,1,14
"632","k.06_051",2.53,NA,9.41,NA,NA,NA,NA,NA,1.18,NA,NA,1.66,NA,55.02,19,NA,10,9,6,1,NA,2,14
"633","k.06_080",1.7,5.21,5.43,NA,1.41,NA,1.41,NA,1.13,NA,NA,1.55,3.06,38.06,20,NA,10,9,5,1,1,2,14
"634","k.06_081",1.49,NA,NA,NA,1.42,NA,1.42,NA,1.14,NA,NA,1.54,NA,44.26,20,14,10,NA,5,1,1,2,14
"635","k.06_084",1.97,5.46,5.49,NA,1.14,NA,1.14,NA,1.29,NA,NA,1.57,2.32,43.76,20,14,9,7,5,1,1,2,14
"636","k.06_085",4.12,NA,NA,NA,1.65,NA,1.65,NA,2.04,NA,NA,NA,5.42,53.56,19,14,10,8,5,0,1,2,14
"637","k.06_086",2.32,NA,6.94,NA,1.67,NA,1.67,NA,NA,NA,NA,0.95,2.67,40.23,19,14,9,8,3,1,1,0,14
"638","k.06_087",2.72,8.86,NA,NA,2.06,NA,2.06,NA,2.02,NA,NA,1.62,3.9,62.8,20,14,11,9,5,1,1,2,14
"639","k.06_092",3.64,9.07,9.88,NA,2.34,NA,2.34,NA,2.04,NA,NA,1.59,3.99,66.76,19,14,11,9,5,1,1,2,14
"640","k.06_102",NA,NA,NA,NA,1.95,NA,1.95,NA,1.64,NA,NA,1.1,NA,59.62,19,14,10,9,5,1,1,2,14
"641","k.06_104",3.78,NA,10.08,NA,2.06,NA,2.06,NA,2.46,NA,NA,2.06,3.92,73.47,19,14,10,9,5,1,1,2,14
"642","k.06_107",2.07,6.59,6.57,NA,2.17,0.4,2.57,NA,1.61,NA,NA,NA,NA,45.56,20,14,9,7,5,0,1.2,2,14
"643","k.06_109",3.1,NA,NA,NA,2.33,NA,2.33,NA,1.73,NA,NA,1.93,3.91,65.66,19,NA,9,8,5,1,1,2,14
"644","k.06_112",2.14,6.77,7.62,NA,NA,NA,NA,NA,1.23,NA,NA,0.91,3.97,43.02,19,14,9,8,5,1,0,2,14
"645","k.06_113",NA,NA,NA,NA,2.6,NA,2.6,NA,0.91,NA,NA,1.54,2.74,50.02,19,14,8,7,5,1,1,2,14
"646","k.06_115",3.52,9.21,NA,NA,3.76,NA,3.76,NA,1.77,NA,NA,1.63,4.53,67.74,19,NA,10,8,NA,1,1,NA,14
"647","k.06_118",NA,8.85,8.64,NA,2.03,NA,2.02,NA,2.11,NA,NA,1.03,5.14,53.41,20,NA,11,10,5,1,1,3,14
"648","k.06_120",NA,NA,5.32,NA,0.58,1.79,2.37,NA,0.51,NA,NA,1.14,3.51,41.53,19,14,8,8,5,1,2,2,14
"649","k.06_121",1.72,NA,6.12,NA,1.52,NA,1.52,NA,1.41,NA,NA,1.33,3.37,37.43,19,14,8,8,5,1,1,2,14
